fecha_programacion,distrito_nombre,producto,familia,familia_codigo,cliente,volumen_programado,canal
2026-09-14,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,PUESTO DE VENTA SUPER GRIFO,15000.0,
2026-09-14,Potosi,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,EE.SS. IMPERIAL POTOSI II,10000.0,
2026-09-14,Potosi,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,PUESTO DE VENTA SUPER GRIFO,33000.0,
2026-09-14,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. IMPERIAL POTOSI II,5000.0,
2026-09-14,Potosi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTR. GLP GAS SANTI,12600.0,
2026-09-14,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. GUADALUPE POTOSI,15000.0,
2026-09-14,Potosi,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. GUADALUPE POTOSI,20000.0,
2026-09-14,Potosi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTR. GLP ZETA GAS,9240.0,
2026-09-14,Potosi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTR. GLP SUPER GRIFO POTOSI,5740.0,
2026-09-14,Potosi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL DAMIAN CHAMBI CRUZ,3360.0,
2026-09-14,Potosi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL CONCEPCION ISLA HUANACO,3360.0,
2026-09-14,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. CANTUMARCA,25000.0,
2026-09-14,Potosi,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. CANTUMARCA,30000.0,
2026-09-14,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. TICKA LOMA,15000.0,
2026-09-14,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. SUPER GRIFO,5000.0,
2026-09-14,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. SEÑOR DE LA VERA CRUZ S.R.L.,30000.0,
2026-09-14,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. POTOSI S.R.L.,25000.0,
2026-09-14,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. MONTE ROCA,25000.0,
2026-09-14,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. DELIA,25000.0,
2026-09-14,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. CONTRERAS,12000.0,
2026-09-14,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. CARLOS V CAMINO POTOSI TARIJA,25000.0,
2026-09-14,Potosi,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,EE.SS. SUPER GRIFO,20000.0,
2026-09-14,Potosi,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,EE.SS. CONTRERAS,20000.0,
2026-09-14,Potosi,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. TICKA LOMA,40000.0,
2026-09-14,Potosi,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. SEÑOR DE LA VERA CRUZ S.R.L.,40000.0,
2026-09-14,Potosi,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. POTOSI S.R.L.,40000.0,
2026-09-14,Potosi,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. MONTE ROCA,60000.0,
2026-09-14,Potosi,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. DELIA,40000.0,
2026-09-14,Potosi,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. CARLOS V CAMINO POTOSI TARIJA,40000.0,
2026-09-14,Potosi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTR. GLP VICK GAS,10840.0,
2026-09-14,Potosi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTR. GLP ULTRAGAS POTOSI,12600.0,
2026-09-13,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. SEÑOR DE LA VERA CRUZ S.R.L.,10000.0,
2026-09-13,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. POTOSI S.R.L.,10000.0,
2026-09-13,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. MONTE ROCA,10000.0,
2026-09-13,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. DELIA,10000.0,
2026-09-13,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. CARLOS V CAMINO POTOSI TARIJA,10000.0,
2026-09-13,Potosi,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. POTOSI S.R.L.,30000.0,
2026-09-12,Potosi,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. IMPERIAL POTOSI II,10000.0,
