fecha_programacion,distrito_nombre,producto,familia,familia_codigo,cliente,volumen_programado,canal
2026-09-14,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,14000.0,
2026-09-12,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,8000.0,
2026-09-11,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,12000.0,
2026-09-10,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,12000.0,
2026-09-09,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,12000.0,
2026-09-08,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,12000.0,
2026-09-07,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,14000.0,
2026-09-05,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,8000.0,
2026-09-04,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,12000.0,
2026-09-03,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,12000.0,
2026-09-02,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,12000.0,
2026-09-01,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,12000.0,
2026-09-15,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,12000.0,
2026-09-16,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,12000.0,
2026-09-12,Planta Engarrafadora Catavi,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,ESTACION DE SERVICIO LLALLAGUA I,900.0,TRANSFERENCIAS
2026-09-08,Planta Engarrafadora Catavi,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,ESTACION DE SERVICIO LLALLAGUA I,900.0,TRANSFERENCIAS
2026-09-05,Planta Engarrafadora Catavi,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,ESTACION DE SERVICIO LLALLAGUA I,900.0,TRANSFERENCIAS
2026-09-03,Planta Engarrafadora Catavi,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,ESTACION DE SERVICIO LLALLAGUA I,900.0,TRANSFERENCIAS
2026-09-17,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,12000.0,VENTAS
2026-09-18,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,12000.0,VENTAS
2026-09-19,Planta Engarrafadora Catavi,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS ORVIGAS S.R.L.,8000.0,VENTAS
2026-09-19,Planta Engarrafadora Catavi,GLP CONSUMIDOR FINAL 10 KILOS,GLP,GLP,ESTACION DE SERVICIO LLALLAGUA I,900.0,TRANSFERENCIAS
