fecha_programacion,distrito_nombre,producto,familia,familia_codigo,cliente,volumen_programado,canal
2026-09-09,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TRIANGULO ORIENTAL,12000.0,
2026-09-09,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,INTEGRACION RIBERALTA S.R.L.,15000.0,
2026-09-09,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,HIDROCARBUROS VACA DIEZ S.R.L,15000.0,
2026-09-09,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO IMANOL,15000.0,
2026-09-09,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO GASPETROL S.R.L.,15000.0,
2026-09-09,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO AMAZONAS S.R.L.,15000.0,
2026-09-09,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TRIANGULO ORIENTAL,12000.0,
2026-09-09,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,INTEGRACION RIBERALTA S.R.L.,12000.0,
2026-09-09,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,HIDROCARBUROS VACA DIEZ S.R.L,12000.0,
2026-09-09,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO IMANOL,15000.0,
2026-09-09,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO AMAZONAS S.R.L.,15000.0,
2026-09-09,Amazonico,DIESEL OIL NACIONAL CF,Diesel Oil Nacional,DIESEL_NACIONAL,SOCIEDAD AGRICOLA IND. BLACUTT HERMANOS S.R.L.,8000.0,
2026-09-09,Amazonico,DIESEL OIL NACIONAL CF,Diesel Oil Nacional,DIESEL_NACIONAL,PERCY CARDENAS GONZALES -COOP. MINERA ASOBAL,7200.0,
2026-09-09,Amazonico,DIESEL OIL NACIONAL CF,Diesel Oil Nacional,DIESEL_NACIONAL,INDUSTRIA RIBERCABOS S.R.L.,8000.0,
2026-09-08,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,"PUESTO DE VENTA DE GLP EN GARRAFA""TERMINAL""",1500.0,
2026-09-08,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,"PUESTO DE VENTA DE GLP EN GARRAFA""SAN JOSE""",1500.0,
2026-09-08,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA RIBERGAS S.R.L.,3500.0,
2026-09-08,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA HIDROCARBUROS VACA DIEZ II,3500.0,
2026-09-08,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,3500.0,
2026-09-08,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,INTEGRACION RIBERALTA S.R.L.,15000.0,
2026-09-08,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,HIDROCARBUROS VACA DIEZ S.R.L,15000.0,
2026-09-08,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO PETRORIBER S.R.L.,15000.0,
2026-09-08,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO IMANOL,15000.0,
2026-09-08,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO GASPETROL S.R.L.,15000.0,
2026-09-08,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO AMAZONAS S.R.L.,15000.0,
2026-09-08,Amazonico,GASOLINA ESPECIAL CF,Gasolina Especial,GASOLINA_ESPECIAL,SANDRA FERNANDEZ FARIÑAS,5000.0,
2026-09-08,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,INTEGRACION RIBERALTA S.R.L.,12000.0,
2026-09-08,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,HIDROCARBUROS VACA DIEZ S.R.L,12000.0,
2026-09-08,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO PETRORIBER S.R.L.,14000.0,
2026-09-08,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO IMANOL,15000.0,
2026-09-08,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO AMAZONAS S.R.L.,15000.0,
2026-09-08,Amazonico,DIESEL OIL NACIONAL CF,Diesel Oil Nacional,DIESEL_NACIONAL,RAMIRO AQUINO MOLINA-COOP. MINERA ASOBAL,7200.0,
2026-09-08,Amazonico,DIESEL OIL NACIONAL CF,Diesel Oil Nacional,DIESEL_NACIONAL,GOBIERNO AUTONOMO MUNICIPAL DE RIBERALTA,10000.0,
2026-09-07,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,"PUESTO DE VENTA DE GLP EN GARRAFA""TERMINAL""",1500.0,
2026-09-07,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,"PUESTO DE VENTA DE GLP EN GARRAFA""SAN JOSE""",1500.0,
2026-09-07,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA RIBERGAS S.R.L.,3500.0,
2026-09-07,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA HIDROCARBUROS VACA DIEZ II,3500.0,
2026-09-07,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,3500.0,
2026-09-07,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,INTEGRACION RIBERALTA S.R.L.,15000.0,
2026-09-07,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,HIDROCARBUROS VACA DIEZ S.R.L,15000.0,
2026-09-07,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO IMANOL,15000.0,
2026-09-07,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO GASPETROL S.R.L.,15000.0,
2026-09-07,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO AMAZONAS S.R.L.,15000.0,
2026-09-07,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,INTEGRACION RIBERALTA S.R.L.,15000.0,
2026-09-07,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,HIDROCARBUROS VACA DIEZ S.R.L,15000.0,
2026-09-07,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO IMANOL,15000.0,
2026-09-07,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO AMAZONAS S.R.L.,15000.0,
2026-09-07,Amazonico,DIESEL OIL NACIONAL CF,Diesel Oil Nacional,DIESEL_NACIONAL,DANIEL QUETE PEÑA - COOP. MINERA ASOBAL,7200.0,
2026-09-06,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,INTEGRACION RIBERALTA S.R.L.,5000.0,
2026-09-05,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,TRIANGULO ORIENTAL,12000.0,
2026-09-05,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,INTEGRACION RIBERALTA S.R.L.,25000.0,
2026-09-05,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,HIDROCARBUROS VACA DIEZ S.R.L,25000.0,
2026-09-05,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO IMANOL,25000.0,
2026-09-05,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO GASPETROL S.R.L.,25000.0,
2026-09-05,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO AMAZONAS S.R.L.,25000.0,
2026-09-05,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,TRIANGULO ORIENTAL,12000.0,
2026-09-05,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,INTEGRACION RIBERALTA S.R.L.,15000.0,
2026-09-05,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,HIDROCARBUROS VACA DIEZ S.R.L,15000.0,
2026-09-05,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO IMANOL,15000.0,
2026-09-05,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO AMAZONAS S.R.L.,15000.0,
2026-09-04,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,"PUESTO DE VENTA DE GLP EN GARRAFA""TERMINAL""",3000.0,
2026-09-04,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,"PUESTO DE VENTA DE GLP EN GARRAFA""SAN JOSE""",3000.0,
2026-09-04,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA RIBERGAS S.R.L.,7000.0,
2026-09-04,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA HIDROCARBUROS VACA DIEZ II,7000.0,
2026-09-04,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,7000.0,
2026-09-04,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,INTEGRACION RIBERALTA S.R.L.,15000.0,
2026-09-04,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,HIDROCARBUROS VACA DIEZ S.R.L,15000.0,
2026-09-04,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO PETRORIBER S.R.L.,15000.0,
2026-09-04,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO IMANOL,15000.0,
2026-09-04,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO GASPETROL S.R.L.,15000.0,
2026-09-04,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO AMAZONAS S.R.L.,15000.0,
2026-09-04,Amazonico,GASOLINA ESPECIAL CF,Gasolina Especial,GASOLINA_ESPECIAL,SANDRA FERNANDEZ FARIÑAS,5000.0,
2026-09-04,Amazonico,DIESEL OIL NACIONAL GRACO,Diesel Oil Nacional,DIESEL_NACIONAL,MABET S.A.,10000.0,
2026-09-04,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,INTEGRACION RIBERALTA S.R.L.,15000.0,
2026-09-04,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,HIDROCARBUROS VACA DIEZ S.R.L,12000.0,
2026-09-04,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO PETRORIBER S.R.L.,14000.0,
2026-09-04,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO IMANOL,12000.0,
2026-09-04,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO AMAZONAS S.R.L.,12000.0,
2026-09-04,Amazonico,DIESEL OIL NACIONAL CF,Diesel Oil Nacional,DIESEL_NACIONAL,SANDRA FERNANDEZ FARIÑAS,10000.0,
2026-09-04,Amazonico,DIESEL OIL NACIONAL CF,Diesel Oil Nacional,DIESEL_NACIONAL,IMPORT EXPORT CONCIENCIA FORESTAL S.R.L,5000.0,
2026-09-04,Amazonico,DIESEL OIL NACIONAL CF,Diesel Oil Nacional,DIESEL_NACIONAL,EDGAR QUISPE APAZA - COOP. MINERA ASOBAL,7200.0,
2026-09-04,Amazonico,DIESEL OIL NACIONAL CF,Diesel Oil Nacional,DIESEL_NACIONAL,CORPORACION AGROINDUSTRIAL AMAZONAS S.A.,8000.0,
2026-09-03,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,"PUESTO DE VENTA DE GLP EN GARRAFA""TERMINAL""",1500.0,
2026-09-03,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,"PUESTO DE VENTA DE GLP EN GARRAFA""SAN JOSE""",1500.0,
2026-09-03,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA RIBERGAS S.R.L.,3500.0,
2026-09-03,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA HIDROCARBUROS VACA DIEZ II,3500.0,
2026-09-03,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,CRISTO ASCENCION,3500.0,
2026-09-03,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,INTEGRACION RIBERALTA S.R.L.,15000.0,
2026-09-03,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,HIDROCARBUROS VACA DIEZ S.R.L,15000.0,
2026-09-03,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO IMANOL,15000.0,
2026-09-03,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO GASPETROL S.R.L.,15000.0,
2026-09-03,Amazonico,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO AMAZONAS S.R.L.,15000.0,
2026-09-03,Amazonico,DIESEL OIL NACIONAL GRACO,Diesel Oil Nacional,DIESEL_NACIONAL,INDUSTRIA MADERERA MARTINEZ SRL.,10000.0,
2026-09-03,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,INTEGRACION RIBERALTA S.R.L.,15000.0,
2026-09-03,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,HIDROCARBUROS VACA DIEZ S.R.L,12000.0,
2026-09-03,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO IMANOL,12000.0,
2026-09-03,Amazonico,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO AMAZONAS S.R.L.,12000.0,
2026-09-03,Amazonico,DIESEL OIL NACIONAL CF,Diesel Oil Nacional,DIESEL_NACIONAL,XIMENA APAZA JAMACHI-COOP. MINERA ASOBAL,7200.0,
2026-09-03,Amazonico,DIESEL OIL NACIONAL CF,Diesel Oil Nacional,DIESEL_NACIONAL,HYLEA 1884 S.R.L.,7000.0,
2026-09-02,Amazonico,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,"PUESTO DE VENTA DE GLP EN GARRAFA""TERMINAL""",1500.0,
