fecha_despacho_efectivo,fecha_despacho_programado,despacho_confirmado,fecha_despacho_difiere_de_programado,distrito_nombre,producto_despachado,cantidad_despachada,unidad,cliente,placa_despacho,familia,familia_codigo,ambito,fecha_despacho_efectivo_hora,estacion
2026-09-14,2026-09-14,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,1000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1556-PAB,GLP,GLP,,,
2026-09-14,2026-09-14,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,3000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1556-PAB,GLP,GLP,,,
2026-09-11,2026-09-11,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,1000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1006-UFX,GLP,GLP,,,
2026-09-15,2026-09-15,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,1500.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1006-UFX,GLP,GLP,,,
2026-09-16,2026-09-16,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,1000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1556-PAB,GLP,GLP,,,
2026-09-16,2026-09-16,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,3000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1556-PAB,GLP,GLP,,,
2026-09-17,2026-09-17,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,1000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1006-UFX,GLP,GLP,,,
2026-09-17,2026-09-17,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,3000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1556-PAB,GLP,GLP,,,
2026-09-18,2026-09-18,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,1000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1006-UFX,GLP,GLP,,,
2026-09-18,2026-09-18,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,3000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1556-PAB,GLP,GLP,,,
2026-09-22,2026-09-22,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,1000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1556-PAB,GLP,GLP,,,
2026-09-22,2026-09-22,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,3000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1556-PAB,GLP,GLP,,,
2026-09-24,2026-09-24,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,1000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1006-UFX,GLP,GLP,,,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR
2026-09-24,2026-09-24,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,3000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1556-PAB,GLP,GLP,,,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR
2026-09-25,2026-09-25,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,1000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1006-UFX,GLP,GLP,,,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR
2026-09-25,2026-09-25,True,False,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,3000.0,L,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,1556-PAB,GLP,GLP,,,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR
