fecha_despacho_efectivo,fecha_despacho_programado,despacho_confirmado,fecha_despacho_difiere_de_programado,distrito_nombre,producto_despachado,cantidad_despachada,unidad,cliente,placa_despacho,familia,familia_codigo,ambito,fecha_despacho_efectivo_hora
2026-09-15,2026-09-15,True,False,Bermejo,DIESEL OIL IMPORTADO EESS,9000.0,L,ESTACION DE SERVICIO RIO BERMEJO,2587-YPC,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-15,2026-09-15,True,False,Bermejo,DIESEL OIL IMPORTADO EESS,12000.0,L,ESTACION DE SERVICIO EL CHORRO,353-GBI,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-15,2026-09-15,True,False,Bermejo,GLP DISTRIB. 10 KILOS NAL,2000.0,L,AUTOSERVICE GAS BERMEJO,644-EUB,GLP,GLP,,
2026-09-16,2026-09-16,True,False,Bermejo,DIESEL OIL IMPORTADO EESS,9000.0,L,ESTACION DE SERVICIO RIO BERMEJO,2587-YPC,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-16,2026-09-16,True,False,Bermejo,DIESEL OIL IMPORTADO EESS,12000.0,L,ESTACION DE SERVICIO EL CHORRO,353-GBI,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-17,2026-09-17,True,False,Bermejo,GASOLINA ESPECIAL EESS,8000.0,L,ESTACION DE SERVICIO RIO BERMEJO,2587-YPC,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-17,2026-09-17,True,False,Bermejo,DIESEL OIL IMPORTADO EESS,9000.0,L,ESTACION DE SERVICIO RIO BERMEJO,2587-YPC,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-17,2026-09-17,True,False,Bermejo,GASOLINA ESPECIAL EESS,8000.0,L,ESTACION DE SERVICIO EL CHORRO,353-GBI,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-17,2026-09-17,True,False,Bermejo,DIESEL OIL IMPORTADO EESS,12000.0,L,ESTACION DE SERVICIO EL CHORRO,353-GBI,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-17,2026-09-17,True,False,Bermejo,GLP DISTRIB. 10 KILOS NAL,1000.0,L,AUTOSERVICE GAS BERMEJO,469-SGK,GLP,GLP,,
2026-09-17,2026-09-17,True,False,Bermejo,GLP DISTRIB. 10 KILOS NAL,2000.0,L,AUTOSERVICE GAS BERMEJO,644-EUB,GLP,GLP,,
2026-09-18,2026-09-18,True,False,Bermejo,GLP DISTRIB. 10 KILOS NAL,1000.0,L,AUTOSERVICE GAS BERMEJO,469-SGK,GLP,GLP,,
2026-09-18,2026-09-18,True,False,Bermejo,GLP DISTRIB. 10 KILOS NAL,2000.0,L,AUTOSERVICE GAS BERMEJO,644-EUB,GLP,GLP,,
2026-09-18,2026-09-18,True,False,Bermejo,DIESEL OIL IMPORTADO EESS,12000.0,L,ESTACION DE SERVICIO EL CHORRO,353-GBI,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-18,2026-09-18,True,False,Bermejo,GASOLINA ESPECIAL EESS,1000.0,L,ESTACION DE SERVICIO EL CHORRO,353-GBI,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-18,2026-09-18,True,False,Bermejo,GASOLINA ESPECIAL EESS,7000.0,L,ESTACION DE SERVICIO EL CHORRO,353-GBI,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-18,2026-09-18,True,False,Bermejo,DIESEL OIL IMPORTADO EESS,9000.0,L,ESTACION DE SERVICIO RIO BERMEJO,2587-YPC,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-18,2026-09-18,True,False,Bermejo,GASOLINA ESPECIAL EESS,8000.0,L,ESTACION DE SERVICIO RIO BERMEJO,2587-YPC,Gasolina Especial,GASOLINA_ESPECIAL,,
