fecha_despacho_efectivo,fecha_despacho_programado,despacho_confirmado,fecha_despacho_difiere_de_programado,distrito_nombre,producto_despachado,cantidad_despachada,unidad,cliente,placa_despacho,familia,familia_codigo,ambito,fecha_despacho_efectivo_hora
2026-09-10,2026-09-10,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP GAS SANTI,3621-YRI,GLP,GLP,,
2026-09-09,2026-09-09,True,False,Tupiza,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,
2026-09-09,2026-09-09,True,False,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-09,2026-09-09,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP GAS SANTI,2106-YBN,GLP,GLP,,
2026-09-09,2026-09-09,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP POPY GAS,5745-CFA,GLP,GLP,,
2026-09-09,2026-09-08,True,True,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. PETRO CENTER,4093-PGD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-09,2026-09-08,True,True,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. PETRO CENTER,852-PGY,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-09,2026-09-08,True,True,Tupiza,DIESEL OIL IMPORTADO EESS,20000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-09,2026-09-08,True,True,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-09,2026-09-08,True,True,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-08,2026-09-08,True,False,Tupiza,GLP DISTRIB. 45 KILOS NAL,360.0,L,DISTR. GLP POPY GAS,1337-FBY,GLP,GLP,,
2026-09-08,2026-09-08,True,False,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. PETRO CENTER,4093-PGD,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-08,2026-09-08,True,False,Tupiza,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,
2026-09-08,2026-09-08,True,False,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-08,2026-09-08,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP GAS SANTI,3621-YRI,GLP,GLP,,
2026-09-08,2026-09-08,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP POPY GAS,1337-FBY,GLP,GLP,,
2026-09-08,2026-09-08,True,False,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-07,2026-09-07,True,False,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. PETRO CENTER,4093-PGD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-07,2026-09-07,True,False,Tupiza,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,
2026-09-07,2026-09-07,True,False,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-07,2026-09-07,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP GAS SANTI,3621-YRI,GLP,GLP,,
2026-09-07,2026-09-07,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP POPY GAS,2586-YHY,GLP,GLP,,
2026-09-07,2026-09-07,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,4000.0,L,AGENCIA CANTONAL SEVERINO CAYO,956-PTA,GLP,GLP,,
2026-09-07,2026-09-07,True,False,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. PETRO CENTER,852-PGY,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-07,2026-09-07,True,False,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-07,2026-09-07,True,False,Tupiza,DIESEL OIL IMPORTADO EESS,20000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-05,2026-09-04,True,True,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. PETRO CENTER,4093-PGD,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-05,2026-09-04,True,True,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. PETRO CENTER,4093-PGD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-05,2026-09-04,True,True,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. PETRO CENTER,852-PGY,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-05,2026-09-04,True,True,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-05,2026-09-04,True,True,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-05,2026-09-04,True,True,Tupiza,DIESEL OIL IMPORTADO EESS,20000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-05,2026-09-04,True,True,Tupiza,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,
2026-09-05,2026-09-04,True,True,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-04,2026-09-04,True,False,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-04,2026-09-04,True,False,Tupiza,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,
2026-09-04,2026-09-04,True,False,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-04,2026-09-04,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP GAS SANTI,3621-YRI,GLP,GLP,,
2026-09-04,2026-09-04,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP POPY GAS,5745-CFA,GLP,GLP,,
2026-09-03,2026-09-03,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP POPY GAS,5745-CFA,GLP,GLP,,
2026-09-03,2026-09-03,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP GAS SANTI,3621-YRI,GLP,GLP,,
2026-09-02,2026-09-02,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP POPY GAS,5745-CFA,GLP,GLP,,
2026-09-02,2026-09-02,True,False,Tupiza,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,
2026-09-02,2026-09-02,True,False,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-02,2026-09-02,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP GAS SANTI,2106-YBN,GLP,GLP,,
2026-09-02,2026-09-01,True,True,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-02,2026-09-01,True,True,Tupiza,DIESEL OIL IMPORTADO EESS,20000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-02,2026-09-01,True,True,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. PETRO CENTER,852-PGY,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-02,2026-09-01,True,True,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. PETRO CENTER,852-PGY,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-01,2026-09-01,True,False,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-01,2026-09-01,True,False,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. PETRO CENTER,852-PGY,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-01,2026-09-01,True,False,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. PETRO CENTER,4093-PGD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-01,2026-09-01,True,False,Tupiza,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,
2026-09-01,2026-09-01,True,False,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-01,2026-09-01,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP GAS SANTI,4244-FBG,GLP,GLP,,
2026-09-01,2026-09-01,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,4000.0,L,AGENCIA CANTONAL SEVERINO CAYO,956-PTA,GLP,GLP,,
2026-09-01,2026-09-01,True,False,Tupiza,DIESEL OIL IMPORTADO EESS,20000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-01,2026-09-01,True,False,Tupiza,GASOLINA ESPECIAL EESS,15000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-01,2026-09-01,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP POPY GAS,2586-YHY,GLP,GLP,,
2026-09-01,2026-09-01,True,False,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. PETRO CENTER,852-PGY,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-15,2026-09-15,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,500.0,L,DISTR. GLP ECO GAS UYUNI,3119-PRT,GLP,GLP,,
2026-09-15,2026-09-15,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP ECO GAS UYUNI,3119-PRT,GLP,GLP,,
2026-09-15,2026-09-15,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP SUR GAS UYUNI,3092-ALS,GLP,GLP,,
2026-09-15,2026-09-15,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP SOL GAS UYUNI,1783-XNR,GLP,GLP,,
2026-09-15,2026-09-15,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTR. GLP SOL GAS UYUNI,2823-ULU,GLP,GLP,,
2026-09-15,2026-09-15,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,2000.0,L,DISTR. GLP SOL GAS UYUNI,1198NBD,GLP,GLP,,
2026-09-15,2026-09-15,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP GAS SANTI,4244-FBG,GLP,GLP,,
2026-09-15,2026-09-15,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,4000.0,L,AGENCIA CANTONAL SEVERINO CAYO,956-PTA,GLP,GLP,,
2026-09-15,2026-09-15,True,False,Tupiza,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,
2026-09-15,2026-09-15,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP POPY GAS,2586-YHY,GLP,GLP,,
2026-09-15,2026-09-15,True,False,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. PETRO CENTER,4093-PGD,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-15,2026-09-15,True,False,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. PETRO CENTER,4093-PGD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-15,2026-09-15,True,False,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-15,2026-09-15,True,False,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-15,2026-09-15,True,False,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-15,2026-09-15,True,False,Tupiza,DIESEL OIL IMPORTADO EESS,20000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-15,2026-09-15,True,False,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. PETRO CENTER,852-PGY,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-16,2026-09-16,True,False,Tupiza,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,
2026-09-16,2026-09-16,True,False,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-16,2026-09-16,True,False,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. PETRO CENTER,4093-PGD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-16,2026-09-16,True,False,Tupiza,DIESEL OIL IMPORTADO EESS,20000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,
2026-09-16,2026-09-16,True,False,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-16,2026-09-16,True,False,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. PETRO CENTER,852-PGY,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-16,2026-09-16,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP POPY GAS,1337-FBY,GLP,GLP,,
2026-09-16,2026-09-16,True,False,Tupiza,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP GAS SANTI,4244-FBG,GLP,GLP,,
2026-09-19,2026-09-19,True,False,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. PETRO CENTER,4093-PGD,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-19T17:48:48.753000+00:00
2026-09-19,2026-09-19,True,False,Tupiza,DIESEL OIL IMPORTADO EESS,20000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-19T17:45:57.237000+00:00
2026-09-19,2026-09-18,True,True,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-19T17:45:57.237000+00:00
2026-09-19,2026-09-19,True,False,Tupiza,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-19T16:50:08.923000+00:00
2026-09-19,2026-09-18,True,True,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-19T16:50:08.923000+00:00
2026-09-19,2026-09-18,True,True,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. PETRO CENTER,852-PGY,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-19T15:46:20.153000+00:00
2026-09-18,2026-09-17,True,True,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-18T15:19:36.020000+00:00
2026-09-18,2026-09-18,True,False,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. PETRO CENTER,852-PGY,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-18T14:46:55.693000+00:00
2026-09-18,2026-09-17,True,True,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. PETRO CENTER,852-PGY,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-18T14:46:55.693000+00:00
2026-09-18,2026-09-18,True,False,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-18T13:45:05.927000+00:00
2026-09-18,2026-09-18,True,False,Tupiza,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-18T13:45:05.927000+00:00
2026-09-18,2026-09-18,True,False,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-18T13:13:59.893000+00:00
2026-09-17,2026-09-17,True,False,Tupiza,DIESEL OIL IMPORTADO CF,15000.0,L,COMINESA S.A.,6431-AAS,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-17T18:00:10.037000+00:00
2026-09-17,2026-09-17,True,False,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-17T16:25:37.210000+00:00
2026-09-17,2026-09-17,True,False,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. PETRO CENTER,4093-PGD,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-17T16:04:15.257000+00:00
2026-09-17,2026-09-17,True,False,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. PETRO CENTER,4093-PGD,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-17T16:04:15.257000+00:00
2026-09-17,2026-09-16,True,True,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. PETRO CENTER,4093-PGD,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-17T15:16:34.907000+00:00
2026-09-17,2026-09-17,True,False,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-17T15:02:01.710000+00:00
2026-09-17,2026-09-17,True,False,Tupiza,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-17T15:02:01.710000+00:00
2026-09-17,2026-09-17,True,False,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-17T14:35:20.763000+00:00
2026-09-17,2026-09-16,True,True,Tupiza,DIESEL OIL IMPORTADO EESS,20000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-17T14:35:20.763000+00:00
2026-09-12,2026-09-11,True,True,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. PETRO CENTER,4093-PGD,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-12T14:59:03.637000+00:00
2026-09-12,2026-09-11,True,True,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-12T14:00:45.550000+00:00
2026-09-12,2026-09-11,True,True,Tupiza,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,2026-09-12T14:00:45.550000+00:00
2026-09-12,2026-09-11,True,True,Tupiza,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-12T13:35:24.043000+00:00
2026-09-12,2026-09-11,True,True,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-12T13:35:24.043000+00:00
2026-09-12,2026-09-11,True,True,Tupiza,GASOLINA ESPECIAL EESS,10000.0,L,EE.SS. PETRO CENTER,852-PGY,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-12T12:35:10.840000+00:00
2026-09-21,2026-09-21,True,False,Tupiza,GASOLINA ESPECIAL EESS,5000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Gasolina Especial,GASOLINA_ESPECIAL,,2026-09-21T15:50:13.853000+00:00
2026-09-21,2026-09-21,True,False,Tupiza,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,2026-09-21T15:50:13.853000+00:00
