fecha_despacho_efectivo,fecha_despacho_programado,despacho_confirmado,fecha_despacho_difiere_de_programado,distrito_nombre,producto_despachado,cantidad_despachada,unidad,cliente,placa_despacho,familia,familia_codigo,ambito,fecha_despacho_efectivo_hora,estacion
2026-09-14,2026-09-14,True,False,Amazonico,DIESEL OIL NACIONAL CF,5000.0,L,EMPRESA FORESTAL Y AGRICOLA BOLITAL LTDA,2078-BLA,Diesel Oil Nacional,DIESEL_NACIONAL,,,
2026-09-14,2026-09-14,True,False,Amazonico,DIESEL OIL NACIONAL GRACO,15000.0,L,MABET S.A.,085-RGF,Diesel Oil Nacional,DIESEL_NACIONAL,,,
2026-09-14,2026-09-14,True,False,Amazonico,GASOLINA ESPECIAL EESS,15000.0,L,ESTACION DE SERVICIO GASPETROL S.R.L.,1394-TNT,Gasolina Especial,GASOLINA_ESPECIAL,,,
2026-09-14,2026-09-14,True,False,Amazonico,DIESEL OIL NACIONAL EESS,12000.0,L,HIDROCARBUROS VACA DIEZ S.R.L,2517-EAD,Diesel Oil Nacional,DIESEL_NACIONAL,,,
2026-09-14,2026-09-14,True,False,Amazonico,GASOLINA ESPECIAL EESS,15000.0,L,HIDROCARBUROS VACA DIEZ S.R.L,2517-EAD,Gasolina Especial,GASOLINA_ESPECIAL,,,
2026-09-14,2026-09-14,True,False,Amazonico,DIESEL OIL NACIONAL EESS,12000.0,L,ESTACION DE SERVICIO AMAZONAS S.R.L.,301YZT,Diesel Oil Nacional,DIESEL_NACIONAL,,,
2026-09-14,2026-09-14,True,False,Amazonico,GASOLINA ESPECIAL EESS,15000.0,L,ESTACION DE SERVICIO AMAZONAS S.R.L.,301YZT,Gasolina Especial,GASOLINA_ESPECIAL,,,
2026-09-14,2026-09-14,True,False,Amazonico,DIESEL OIL NACIONAL EESS,12000.0,L,INTEGRACION RIBERALTA S.R.L.,3033 YBT,Diesel Oil Nacional,DIESEL_NACIONAL,,,
2026-09-14,2026-09-14,True,False,Amazonico,GASOLINA ESPECIAL EESS,15000.0,L,INTEGRACION RIBERALTA S.R.L.,3033 YBT,Gasolina Especial,GASOLINA_ESPECIAL,,,
2026-09-14,2026-09-14,True,False,Amazonico,DIESEL OIL NACIONAL EESS,12000.0,L,ESTACION DE SERVICIO IMANOL,1055-UNU,Diesel Oil Nacional,DIESEL_NACIONAL,,,
2026-09-14,2026-09-14,True,False,Amazonico,GASOLINA ESPECIAL EESS,15000.0,L,ESTACION DE SERVICIO IMANOL,1055-UNU,Gasolina Especial,GASOLINA_ESPECIAL,,,
2026-09-14,2026-09-14,True,False,Amazonico,GLP DISTRIB. 10 KILOS NAL,3500.0,L,DISTRIBUIDORA HIDROCARBUROS VACA DIEZ II,4440-IRE,GLP,GLP,,,
2026-09-14,2026-09-14,True,False,Amazonico,GLP DISTRIB. 10 KILOS NAL,1500.0,L,DISTRIBUIDORA RIBERGAS S.R.L.,1813 NGI,GLP,GLP,,,
2026-09-14,2026-09-14,True,False,Amazonico,GLP DISTRIB. 10 KILOS NAL,2000.0,L,DISTRIBUIDORA RIBERGAS S.R.L.,4549 DYE,GLP,GLP,,,
2026-09-14,2026-09-14,True,False,Amazonico,GLP DISTRIB. 10 KILOS NAL,1000.0,L,CRISTO ASCENCION,486 BNI,GLP,GLP,,,
2026-09-14,2026-09-14,True,False,Amazonico,GLP DISTRIB. 10 KILOS NAL,2500.0,L,CRISTO ASCENCION,5178-EHA,GLP,GLP,,,
2026-09-12,2026-09-12,True,False,Amazonico,GASOLINA ESPECIAL EESS,12000.0,L,TRIANGULO ORIENTAL,391 GDX,Gasolina Especial,GASOLINA_ESPECIAL,,,
2026-09-12,2026-09-12,True,False,Amazonico,DIESEL OIL NACIONAL EESS,12000.0,L,TRIANGULO ORIENTAL,391 GDX,Diesel Oil Nacional,DIESEL_NACIONAL,,,
2026-09-12,2026-09-12,True,False,Amazonico,GASOLINA ESPECIAL EESS,20000.0,L,ESTACION DE SERVICIO GASPETROL S.R.L.,1394-TNT,Gasolina Especial,GASOLINA_ESPECIAL,,,
2026-09-12,2026-09-12,True,False,Amazonico,DIESEL OIL NACIONAL EESS,5000.0,L,ESTACION DE SERVICIO AMAZONAS S.R.L.,301YZT,Diesel Oil Nacional,DIESEL_NACIONAL,,,
2026-09-12,2026-09-12,True,False,Amazonico,GASOLINA ESPECIAL EESS,5000.0,L,ESTACION DE SERVICIO AMAZONAS S.R.L.,301YZT,Gasolina Especial,GASOLINA_ESPECIAL,,,
